name,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,drift error (mhz/ms),red_chisq
13.0,8.25915950197806,0.22526138198138718,0.5835368098717053,0.6217075994435293,0.06883057211817176,0.006545943018457086,0.3453756747959493,0.739385678134684
14.0,12.596088757892883,0.16308421041685217,0.1409211926342451,0.21099140178217826,0.04402125478399177,0.006077466565444824,0.06672118477155214,0.45021769259372324
15.0,0.799836530364938,0.053512018891293,0.08886239456868877,0.09887626915304551,0.031361516249509655,0.0040342317855413985,0.11996359831904232,2.7186486049846033
15.5,5.369944803609213,0.07156893427171339,0.06965391453417895,0.09629098827762558,0.026491997778863803,0.004356785696637168,0.053704655885842216,2.4169365009369685
16.0,13.203885652341791,0.11097257867583275,0.1274479298566799,0.04832931312954573,0.16193259425488238,0.012744222043322708,0.19394487943020672,0.6136239747658394
18.0,34.66943825555102,0.11328023908570115,0.17299850986328746,0.20267763614579398,0.04102038237927681,0.003919647671585275,0.08805272242184951,0.09835329360417165
19.0,23.43413974829402,0.1551215324865103,0.13829711027965239,0.20329639760184687,0.04312021080351701,0.005950032788702538,0.06724570464908967,0.4285077833991039
21.0,6.864866963860046,0.15060993932864217,0.1779331695773417,0.0823012960380986,0.21810562310482845,0.013940015060233608,0.2272241616435083,0.5159563912288823
23.0,54.19355162708162,0.10608245834950958,0.16847903706241577,0.19749212570959226,0.025209981119108743,0.0023466638713714174,0.053911590168958676,0.04389240409051581
24.0,5.5712614087505035,0.2742466854629547,0.2437946897723531,0.34771949498955823,0.11721027143109354,0.02271496017993982,0.2517746979422316,0.7725760397124226
26.0,9.68760128362669,0.13134643487890213,0.20216108184429635,0.23873557859212063,0.03356050692626977,0.005835111162486964,0.12853123841564418,0.6222942014970025
29.0,4.255933508704819,0.2969308190062994,0.25106578164272525,0.37914550422928284,0.08631702532201599,0.010443295619457222,0.11211865809523433,0.6663236528881893
31.0,9.303367074698672,0.190341258895484,0.45474068973671294,0.4890754871241869,0.06183892372500665,0.00845299148519519,0.39034609614711885,0.7873672509557041
32.0,4.5351097663041555,0.15280307813794222,0.27633510064774475,0.07144626051352068,0.3075821972492175,0.00986711903050442,0.3077785765287435,0.5924088594555444
33.0,20.722738002695493,0.08708145749592588,0.15624877028540796,0.16895033666603718,0.058759201136632855,0.014591214934281565,0.5635137431429583,0.5706775442485843
36.0,41.2584283201127,0.05814907291765493,0.18653931161227286,0.19422441606530072,0.021333328102057236,0.002100850932094519,0.1701139586005217,0.09276645421921488
